STANDARD_CACHE_SIZE,LOWER_CACHE_SIZE,HIGHER_CACHE_SIZE,STANDARD_PAGE_SIZE,LOWER_PAGE_SIZE,HIGHER_PAGE_SIZE,HIGHEST_PAGE_SIZE,SECURE_DELETE_TRUE,SECURE_DELETE_FALSE,SECURE_DELETE_FAST,TEMP_STORE_DEFAULT,TEMP_STORE_FILE,TEMP_STORE_MEMORY,SHARED_CACHE_TRUE,SHARED_CACHE_FALSE,READ_UNCOMMITED_TRUE,READ_UNCOMMITED_FALSE,FULLSYNC_TRUE,FULLSYNC_FALSE,TRANSACTION_MODE_DEFERRED,TRANSACTION_MODE_IMMEDIATE,TRANSACTION_MODE_EXCLUSIVE,TPS
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,54.08
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,54.8
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,54.51
1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,55.02
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,55.02
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,53.97
1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,55.01
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,54.63
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,53.46
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,54.93
1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,55.67
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,55.83
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,55.35
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,54.05
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,54.62
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,56.87
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,55.03
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,54.64
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,55.06
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,55.45
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,54.55
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,54.52
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,54.2
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,54.06
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,54.6
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,57.25
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,53.84
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,55.82
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,55.69
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,54.2
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,54.58
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,55.11
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,54.45
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,55.71
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,54.82
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,54.45
1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,55.74
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,54.97
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,54.6
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,55.25
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,55.03
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,54.45
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,54.8
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,54.41
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,54.78
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,54.82
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,55.18
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,53.07
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,54.71
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,54.88
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,56.22
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,53.9
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,54.83
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,54.48
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,55.38
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,54.43
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,55.15
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,54.66
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,54.19
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,55.62
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,54.05
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,54.36
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,54.81
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,55.21
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,55.37
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,53.65
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,54.2
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,54.24
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,56.11
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,54.4
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,53.81
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,54.9
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,54.96
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,54.82
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,54.5
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,55.89
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,54.99
1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,54.85
0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,54.14
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,55.28
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,54.4
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,55.18
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,55.68
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,54.07
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,55.18
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,54.12
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,54.2
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,54.56
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,55.9
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,55.71
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,55.6
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,54.57
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,55.4
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,53.92
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,54.11
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,55.31
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,54.75
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,55.03
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,55.51
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,55.67
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,54.55
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,54.09
1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,55.6
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,55.05
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,56.06
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,55.58
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,53.94
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,55.07
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,55.23
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,54.84
1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,54.51
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,55.01
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,55.18
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,54.41
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,55.53
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,53.91
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,54.68
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,54.6
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,53.94
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,54.51
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,54.09
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,54.32
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,53.71
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,55.11
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,54.65
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,54.1
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,55.11
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,54.52
0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,54.32
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,54.13
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,55.6
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,54.14
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,55.12
0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,55.69
1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,54.53
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,53.61
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,55
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,54.83
1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,53.85
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,55.19
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,55.64
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,55.57
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,55.8
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,55.1
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,55.4
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,54.45
1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,55.27
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,54.92
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,54.59
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,55.29
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,54.79
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,54.38
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,54.91
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,54.62
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,54.89
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,54.61
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,55.78
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,54.28
1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,55.16
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,54.67
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,56.06
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,54.93
1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,55.1
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,55.07
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,55.09
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,55.61
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,54.67
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,54.74
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,54.87
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,55.78
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,55.87
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,55.22
0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,53.97
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,54.72
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,55.12
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,54.61
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,55.6
0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,55.43
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,54.75
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,54.66
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,54.5
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,56.12
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,54.76
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,55.87
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,54.99
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,55.1
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,55.55
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,53.99
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,55.47
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,54.7
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,55.43
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,54.69
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,55.22
1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,56.07
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,54.31
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,56.17
1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,55.15
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,55.31
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,54.76
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,55.69
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,55.45
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,55.62
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,55.27
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,55.27
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,54.44
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,55.74
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,55.59
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,54.44
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,54.14
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,54.9
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,55.75
0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,55.04
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,56.09
1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,54.45
0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,54.48
1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,56.11
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,54.51
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,55.65
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,55.44
0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,54.04
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,54.74
0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,56.04
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,55.75
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,55.49
0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,54.45
1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,55.36
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,55.64
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,55.74
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,55.05
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,55.75
1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,54.35
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,55.28
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,55.07
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,55.15
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,54.48
0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,54.93
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,55.29
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,55.37
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,56.09
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,54.76
