write_request_timeout_in_ms,read_request_timeout_in_ms,commitlog_total_space_in_mb,key_cache_size_in_mb,commitlog_segment_size_in_mb,dynamic_snitch_badness_threshold,index_summary_capacity_in_mb,key_cache_save_period,file_cache_size_in_mb,thrift_framed_transport_size_in_mb,memtable_heap_space_in_mb,concurrent_writes,index_summary_resize_interval_in_minutes,commitlog_sync_period_in_ms,range_request_timeout_in_ms,rpc_min_threads,batch_size_warn_threshold_in_kb,concurrent_reads,column_index_size_in_kb,dynamic_snitch_update_interval_in_ms,memtable_flush_writers,request_timeout_in_ms,cas_contention_timeout_in_ms,permissions_validity_in_ms,rpc_max_threads,truncate_request_timeout_in_ms,stream_throughput_outbound_megabits_per_sec,memtable_offheap_space_in_mb,Throughput
223851,215807,7861,7455,1128,0.842378616,2003,1141,8620,26,836,218,20,203786,4331,358,95184,976,15294,1507,19,5118,23547,11180,2797,121044,437,5035,1622.060016
206827,28416,3216,2610,118,0.402745962,9990,13438,7319,19,179,1372,8,171192,121767,325,15529,345,42827,21826,23,8221,21163,9089,3704,218720,4951,795,1622.586403
233921,139581,11779,2149,1518,0.469453692,7116,8149,14692,12,11183,3800,30,86862,247878,336,70523,535,13527,18087,12,15477,24115,24276,2308,147756,453,9331,1622.849724
74267,235632,980,11331,529,0.066210389,488,6786,12084,26,9174,772,27,4086,80360,303,62144,111,58594,698,21,6985,23938,21311,2254,126523,516,13748,1623.640201
173756,129586,10371,4249,1785,0.636320353,3352,5073,12523,15,1234,3685,4,60601,101472,404,4028,985,27978,19256,27,12359,5122,4822,2654,201177,4579,6130,1624.69537
111169,130470,13018,10069,1796,0.678730845,6073,6770,14532,6,7707,3226,20,59251,8082,757,85,1775,41092,15679,26,17845,1154,18777,2168,22434,6253,14359,1624.69537
124133,192913,6442,5668,1325,0.315955758,5018,679,2913,16,5147,676,45,96535,54352,255,66069,1487,21333,1143,6,10842,17761,9012,2617,179934,3073,12355,1624.69537
210487,216731,1545,11886,1425,0.842740119,14023,12930,3734,22,1491,3231,50,218078,168951,607,68420,932,11181,23122,6,16446,11032,5277,2852,243350,4707,13596,1625.223468
82329,62800,9835,14262,1467,0.464416087,1768,55,13318,20,579,1951,59,30190,43664,689,8380,1737,4243,2614,24,20857,18192,23679,2027,183545,4065,11913,1625.487646
24868,32157,14728,9657,1541,0.6340307,813,13218,9174,21,11319,586,38,206391,88859,625,24705,1115,33734,9192,2,12184,10369,22756,1666,120700,3721,13261,1626.809826
76502,159605,14182,1688,1113,0.967178702,1118,2199,6744,24,12758,435,17,29748,171475,667,74728,1718,35057,6850,5,6268,2300,12937,2189,120495,4702,4650,1628.134158
73459,64131,8487,263,456,0.84575057,2603,333,1838,12,8362,1957,29,229428,150225,65,46837,1630,24180,13270,23,18832,20461,11038,1881,212209,576,9478,1628.399284
89639,225414,12314,6120,1348,0.649713457,4866,4360,14840,6,14781,259,20,16487,159768,843,4407,906,9337,6124,2,20965,11289,23723,2480,164719,1868,10380,1629.460649
88974,151073,10338,6073,603,0.646232784,8694,2524,6689,20,8452,3036,57,154515,206301,232,72168,605,22727,17216,26,18612,23268,23434,1810,237574,746,7104,1629.99185
199738,92545,10389,607,1539,0.340599895,7459,6415,7397,4,5299,570,29,83393,184774,866,44597,1316,13364,10149,10,14907,10357,16020,3317,50198,5867,13694,1630.257581
238406,9950,2388,14427,995,0.338550091,6725,1590,6553,7,4181,3553,39,40462,25894,437,77152,1752,25887,15546,14,18794,9243,15154,2404,96675,2615,786,1631.587535
2437,7405,1686,1998,1581,0.793971658,421,11416,4751,14,6385,855,26,53228,189062,951,14377,83,52321,14347,2,23189,15982,24012,3324,84273,5971,7490,1631.587535
85152,140273,14645,249,652,0.8292889,6671,10469,11504,5,5272,3597,34,99254,214867,47,30608,1491,3982,8538,6,6976,2962,12053,2236,194866,5365,1776,1631.853786
212422,213558,9024,9000,1998,0.015569687,1258,14234,13426,21,13403,2853,52,92230,77998,933,74836,1905,52061,21888,22,4643,10621,11566,2754,6128,1985,733,1632.386549
34878,43023,7044,8392,398,0.249835253,8099,89,8360,15,3209,1771,43,138446,113582,500,41937,294,29156,8544,7,8274,15414,1804,1659,214782,2121,3112,1633.45312
157427,171051,13349,6729,964,0.911676347,8484,9539,4875,13,417,1205,31,192953,57820,462,4079,290,18057,17332,16,12834,15356,6500,3304,193290,7369,2395,1634.253963
228760,10080,4613,7373,1983,0.422494709,7676,11135,6461,21,12077,3604,31,239785,229854,808,71404,1653,1429,22099,13,7604,22621,23761,2958,99224,1507,3167,1634.788295
97569,136429,4628,3943,1290,0.165817976,9965,3453,13551,5,14779,874,19,212779,206764,631,37701,1597,39248,11177,12,10806,23481,19424,2873,79135,4362,10964,1634.788295
201864,61894,6054,7558,1975,0.98037076,4318,5319,469,24,7259,113,45,173683,58775,806,43097,995,15039,23028,21,19303,7487,5644,2532,154017,7614,13946,1635.055592
162571,244423,4101,7798,69,0.360395789,3941,10613,4662,4,8020,1186,55,165634,104764,585,95046,1537,51735,17653,9,16876,20520,14601,2802,43540,6379,14518,1635.590448
93690,206306,2555,9718,393,0.180717468,11890,10803,12077,9,860,1596,45,157156,143858,938,15573,469,21805,20000,10,6018,1732,12551,1646,240669,6284,7369,1635.858008
189181,86471,11596,11850,1002,0.658636212,14581,11823,8228,13,4270,2209,50,45507,14819,845,14774,1384,32970,8200,18,17183,8703,15245,1550,169037,1583,5941,1635.858008
27953,192343,2788,14260,2008,0.077259719,14307,9917,14792,14,10150,3021,21,113408,31588,344,48720,344,508,21912,2,1891,8166,15933,2306,140478,4534,5910,1635.858008
94642,220615,11002,6459,1338,0.762687385,10374,247,8466,26,11208,1385,28,170529,245591,47,3187,68,14110,20322,5,8189,24672,9184,1402,166449,6398,10083,1637.733377
192775,64221,7008,9592,627,0.792629421,7070,1678,6195,15,13409,3603,26,193372,105750,896,29469,1640,47895,15873,21,19923,1593,23529,1118,4532,3409,557,1637.733377
362,25435,13168,14706,1351,0.205318987,4136,10879,10768,13,12654,2784,60,235270,29545,344,96442,512,15022,14795,19,20346,3245,19674,2283,31726,3854,7936,1637.733377
62050,65806,1100,5978,769,0.675658226,7692,5422,12267,16,8554,2213,4,164795,55208,274,63687,596,43119,21859,26,24925,2618,24615,2764,132964,4551,13530,1638.538424
121248,56641,2919,12786,1592,0.161616623,7180,3295,10580,18,14921,2690,6,200594,193297,158,31440,1865,48520,14571,17,12096,1520,20575,1857,171840,6082,5098,1639.075561
229324,244521,8543,12346,133,0.577410221,4291,6021,13517,8,13064,1282,49,188891,140459,790,93179,296,58318,10229,21,14821,18265,9593,1977,79524,508,1307,1639.075561
859,124648,4272,9149,1183,0.091691077,11804,984,1038,18,531,593,60,172216,107637,127,18621,1559,46674,24864,23,7188,24174,16334,3603,63659,353,14139,1639.075561
79387,92988,10955,362,1723,0.310909569,4012,433,6899,28,1561,2554,38,86789,43482,965,48142,1385,19474,18190,20,5801,10865,16587,3548,232883,6279,12869,1639.075561
186494,7331,12568,7605,1557,0.547498286,6930,1131,13777,28,12974,2869,57,111502,130867,726,93227,429,12565,21240,9,20405,11874,14356,2714,11173,4159,10018,1639.075561
213062,211859,354,8592,36,0.393069685,6778,5483,9002,23,5611,2086,11,212897,67450,112,35319,1736,35273,24321,6,20504,16983,22755,2068,142591,4987,3110,1639.075561
232466,87048,1108,2431,500,0.044612169,4925,907,4990,27,12337,2776,18,60838,96324,500,10583,672,21295,5385,6,608,4744,18224,3372,53126,6229,4754,1639.344262
25305,115342,13647,11792,183,0.710857868,9843,3148,14912,10,8271,3467,8,54174,97489,628,95902,299,43632,15036,21,8114,23930,9717,2350,50784,4010,9700,1640.150894
186626,158509,14645,1299,1504,0.877251208,858,3133,1004,6,9264,2130,39,233361,73399,962,39886,1881,7098,22975,4,421,8544,6695,1944,46770,4721,465,1642.036125
98602,87759,4763,10545,805,0.916879416,4296,8550,7751,21,9615,3457,46,91800,97379,864,31276,1258,17682,11878,11,1855,6271,12496,2313,52022,4616,7167,1642.305797
172487,203640,5111,9526,917,0.594102979,2951,12932,4029,9,5721,2107,34,237089,206578,911,76821,228,41582,16548,22,14566,6492,9195,3653,197700,2672,5204,1642.575558
8282,19331,10112,13765,574,0.179471552,8068,6496,4105,6,2044,3556,56,164890,239116,306,22179,919,47949,8302,21,4910,24361,11342,1081,236232,5506,11212,1643.65549
151009,191028,2323,7195,467,0.048279285,1445,10875,4086,26,14272,274,54,67596,158439,656,83223,1553,23196,11373,11,5212,1038,17526,1209,27943,3124,3935,1644.195988
233980,156855,6588,9621,1114,0.051651895,12773,12025,9206,4,13972,3729,51,207765,148936,234,41614,504,50603,15553,26,8049,1512,2718,1706,66763,4283,3911,1645.278052
70053,203022,6492,6738,1624,0.874688268,9826,13683,7555,26,11028,3081,22,62409,216858,847,91142,192,45975,16909,14,21030,15256,24873,1675,143715,5753,8901,1645.548791
168478,69031,2086,5872,822,0.074316323,2908,1807,7888,21,1598,540,6,154281,234134,969,16810,1587,11329,1366,7,8677,4805,22756,2725,112082,6841,9294,1645.819618
92588,83993,9645,9838,1894,0.648738325,1323,3530,10905,25,2071,3357,35,135467,82980,375,83770,490,8860,5716,6,19716,12800,3938,3748,209176,1566,3144,1645.819618
150697,161778,13420,9145,777,0.40766412,1112,7704,5879,14,11292,319,19,212176,27602,608,8649,426,32837,7553,18,21129,6616,17431,1745,121426,3147,5517,1646.090535
19649,124316,6640,10391,800,0.637521744,9258,12198,9527,12,5407,3451,51,140333,229515,292,24732,1435,16424,17253,20,10637,17011,19752,1872,83758,5593,9992,1646.632636
14984,69598,8529,2696,826,0.0933851,4483,5867,14938,28,4286,3327,38,120857,112953,21,87915,1285,35662,3278,21,12146,3343,9035,1161,80782,3951,7887,1647.175095
108005,231084,12840,11415,582,0.44033438,10431,6133,4328,25,5476,2399,18,161199,245833,511,37345,616,31134,10432,19,1300,19189,11281,1336,36850,597,10762,1647.446458
223859,77975,1869,7511,1450,0.167339385,11392,9403,9755,7,10271,3375,39,194452,221340,460,47244,1227,21019,6905,25,1103,11571,8197,3279,130994,6364,2694,1647.717911
12460,212230,2527,9354,1729,0.506531954,11821,7490,1133,11,3398,2366,17,217218,16597,57,11957,350,15227,5276,12,21737,21948,14146,2757,153430,6661,13432,1647.717911
116362,7053,9847,4456,1596,0.375399828,1004,12305,14253,4,2670,1896,29,26986,23409,559,2460,43,49024,4761,16,8600,24552,16455,1434,98543,3479,4445,1648.261085
223835,108311,4477,10867,1949,0.96257472,3145,11559,8231,5,4876,805,12,228579,51429,509,54416,708,55089,6393,26,528,20987,5898,1389,124482,5240,11048,1648.532806
123784,82605,14407,14279,1392,0.254142523,11180,11166,2402,8,2822,1319,29,60645,104771,83,6813,1566,38024,8957,27,11307,5165,3456,1266,39896,4907,11603,1648.804617
122336,116164,1705,10791,655,0.872243047,1819,1717,14529,26,6644,463,45,16134,243981,653,87202,777,1877,6118,21,3401,22870,4814,3097,80854,6939,2454,1649.892757
109566,1919,8224,11278,1290,0.998343587,2901,2617,4364,7,8026,90,34,97244,142732,665,51203,918,45743,9353,24,15864,18512,12080,1484,235543,3819,5989,1650.437366
65592,14523,4094,12652,784,0.281684458,14494,12865,525,17,8014,1916,46,34206,214432,321,7444,1335,247,9320,12,21979,8835,5143,3445,105553,2590,3733,1650.437366
74147,229225,1245,10101,1337,0.22337079,14187,9295,12417,12,11071,629,17,241074,77214,642,71024,1936,21057,12662,16,7590,10326,3314,2530,96423,4481,5248,1650.709805
1240,13585,11632,6662,1147,0.001378059,7142,3388,14966,3,492,2160,30,4660,74419,169,50358,212,53637,4948,5,1295,24641,16799,2142,94232,7157,4229,1650.982334
34508,63450,3302,12683,389,0.325507522,7732,3653,13391,15,5603,408,48,185162,76464,561,51507,1481,25484,11717,16,3732,22248,8671,1544,164495,408,5470,1653.986107
30001,83622,13154,8701,737,0.039608836,6608,11955,11448,8,7923,2879,59,174243,198480,857,33257,1581,10560,5894,24,19616,23816,4491,3538,84297,4506,9979,1656.726309
128899,95969,14006,11566,28,0.224484682,9944,6916,10060,20,10306,2447,33,3986,100155,140,56076,1745,12668,10878,26,22395,8533,23073,1983,2494,2258,13967,1657.275439
189693,142136,13641,4074,829,0.835888207,11602,3265,11978,25,87,2549,54,236897,201713,661,46853,643,25363,8572,24,18485,9146,3953,3580,144553,4926,12147,1658.925017
2769,21414,8848,10491,1617,0.730692029,14761,5268,5157,24,8437,690,60,96438,128582,359,6562,721,7447,2967,21,16366,12107,10537,1546,149358,3173,8440,1658.925017
213533,157651,8685,5543,620,0.598655224,9459,10540,5430,25,6990,886,43,199259,116593,416,77224,143,5281,9080,17,20060,24552,13039,3283,226672,1095,11867,1659.200265
236533,182036,12888,13444,2009,0.070812702,12643,730,3406,8,11927,2142,10,68117,125748,33,97663,1525,48787,16920,16,16103,3171,16232,3369,45734,2813,9552,1659.475606
104280,139261,7448,2848,1653,0.769073665,14700,9282,11939,2,966,938,42,44865,221277,872,35911,818,38638,516,14,6336,16892,16518,2227,222618,1540,13587,1659.475606
31111,187942,3356,12095,276,0.243513942,7551,879,5197,12,4725,2024,19,200675,80409,272,29355,718,19641,3172,14,4433,12049,7080,1917,31295,1613,10467,1659.751037
108356,159204,6556,7622,156,0.762905955,3419,9992,5222,26,1555,334,18,42876,60805,21,62621,1031,45159,18386,15,11030,8737,1723,3357,195751,1282,9095,1660.577881
227356,29830,10501,7697,1207,0.88150543,1813,13546,11567,27,195,501,57,60052,204007,698,54259,197,27803,9999,11,6866,6614,8695,1210,68362,3367,4567,1660.577881
166021,24577,2910,11807,1604,0.698523283,14931,1839,3674,25,14032,1590,32,56794,78087,463,87914,551,8425,10590,12,19273,8751,7341,2566,137452,4074,4665,1660.853679
110925,78728,14827,11506,963,0.646137059,12560,12990,7705,10,8608,3718,51,37255,161046,101,17328,894,41577,3941,15,19932,11085,23356,3256,184260,4498,10533,1661.405549
204156,229749,12543,13185,107,0.073671103,6984,6622,3581,28,8668,837,19,171018,41297,255,49342,506,32003,22095,10,3171,13074,14049,3263,222407,6495,7113,1661.957786
226634,97387,9473,10246,636,0.574637592,2925,8575,4095,9,8514,1579,59,202390,188844,409,32219,1014,17024,12000,7,22431,6798,24815,2985,39250,2328,4320,1662.234043
7739,26350,7238,12619,1373,0.637958705,8131,5649,12711,14,8773,372,40,235984,120503,237,24882,1639,22812,6898,12,2901,20184,9565,1613,123061,7296,3601,1663.616703
165056,151364,13174,8033,1823,0.195769429,7012,814,3209,21,13906,414,40,123323,230453,545,96501,954,8497,16513,19,19060,3874,22671,3323,97063,7520,2349,1665.556296
185970,240424,13710,13363,1008,0.648258328,14621,2080,11389,3,12762,158,14,41586,158652,250,34672,1671,48463,16518,4,11274,7415,24219,1160,212053,7185,5964,1667.500417
183189,14172,8424,3937,111,0.172318876,9370,2457,1834,26,13741,132,22,30337,67158,325,681,1507,34404,1971,24,4873,5861,3925,2363,237453,7185,5557,1668.335002
110440,124021,12292,7160,1792,0.110429585,13251,9762,6577,18,4563,2157,27,153325,105969,426,81837,1171,31208,4849,11,18389,14618,17615,1695,243923,403,966,1668.335002
105385,92027,9517,13326,1499,0.700325191,5878,12759,2918,22,5514,3466,33,4839,248321,631,69138,948,5404,8887,5,14360,11874,15416,3382,157062,825,7367,1668.613382
26821,186608,1285,5549,1201,0.548095822,1565,11763,1589,26,4682,216,14,248989,244999,498,11453,1780,47530,3625,12,11173,12825,15129,3265,220519,6257,14274,1669.170422
55257,53595,13007,4648,349,0.340698183,3707,7188,12411,18,5598,1836,46,34843,198660,212,22263,478,58267,7103,25,18810,7911,6623,2421,5846,4501,206,1669.727834
191242,135511,12119,1192,1875,0.326892138,11685,5891,8788,28,8374,940,14,192145,216598,887,53119,625,28131,21465,3,1810,1227,19829,1819,195523,6500,10866,1670.285619
31341,235189,4280,7293,1961,0.512849867,2928,2524,9468,16,14073,2572,36,187859,90589,812,5070,134,51124,23321,12,22746,11103,4445,3016,178256,7016,4793,1671.402307
171801,235606,13491,5298,1601,0.726553261,5639,13088,12847,27,9384,1201,43,190851,93253,913,78368,1555,22269,2359,8,2450,19578,12372,3577,205490,5668,8344,1671.961211
200953,38937,2382,12046,1952,0.760361373,7137,2116,2380,21,4381,1257,47,200226,38429,450,15663,1056,30119,17170,6,16661,24532,11420,2711,185427,6355,11019,1673.640167
99715,68075,8943,10883,991,0.43149513,5559,8140,6495,13,7163,35,31,2234,124933,83,4969,779,3105,20101,5,17822,2607,21081,1241,183232,7084,2451,1674.480911
231494,248720,14933,404,1699,0.338276267,12294,11132,14409,7,14482,3116,29,4136,249484,384,62107,667,37779,2526,20,5239,8954,7726,2254,55086,2569,7516,1678.415576
245727,138057,10164,10343,935,0.612315774,4371,2865,7995,24,9643,613,21,155274,125894,992,61694,225,39573,23346,24,10847,17660,10363,2239,234702,2098,11324,1678.697331
195055,169606,14024,13723,1661,0.045821726,3280,14235,11471,13,6404,1186,56,220966,205571,976,12222,1104,5665,22575,13,5912,15455,19815,2939,125596,6202,11986,1678.697331
17945,55919,5790,2640,1387,0.720034301,6450,5174,4505,17,10773,2902,47,7584,228123,312,78690,796,52778,3176,6,16833,16983,2617,2129,119121,6554,5770,1678.697331
30675,230055,9084,3969,1614,0.243197381,11705,10890,3432,17,11882,3668,52,200067,32055,406,65172,285,26800,8720,3,14596,4329,18779,3288,205494,1534,8122,1678.979181
94712,208450,10347,7447,1417,0.931192219,2897,3905,7868,13,7517,682,33,205400,245346,627,18231,1234,38624,20982,22,5975,13800,6357,3526,167637,2341,5705,1681.802893
14203,19794,11278,14125,1293,0.59320879,7190,668,1611,14,11572,2968,5,217012,154565,882,88815,1378,16230,17249,24,992,24956,10483,2831,200129,237,9466,1682.085786
179612,172697,6270,6198,153,0.032749414,10170,10305,6490,21,3619,288,29,43188,32385,152,23446,1609,17152,10568,17,2947,16336,18681,2287,7793,6539,1655,1683.785149
24664,60935,3266,2801,1456,0.524145007,1003,8286,2094,18,466,2092,2,77924,16950,261,94219,1847,8019,14069,24,17575,5326,24410,2852,191726,4835,14194,1686.340641
148897,120976,10950,10678,1811,0.412403107,1073,9008,392,13,5872,3676,45,219676,231607,323,81820,1813,36459,17567,23,13887,24980,1979,2347,76957,5558,9481,1688.61871
96354,112448,6952,9119,1474,0.712632239,5365,763,5257,22,1600,562,25,128695,133827,983,41921,971,9009,11314,12,16746,11267,11048,2346,195345,2759,5332,1689.189189
9237,175568,10918,13968,1373,0.208701849,13624,2366,1910,26,7334,377,39,170419,98217,159,2428,1392,20225,8001,13,17458,16118,16757,2232,52225,943,11301,1689.474573
64455,41762,11436,13513,1244,0.858817995,807,4765,6547,21,9422,1503,31,13635,75448,651,85263,942,58570,9495,4,1228,17673,20936,1056,211396,3285,4417,1689.474573
50556,108058,8735,9845,317,0.492487133,4380,3103,14256,10,12589,2325,17,123553,113788,222,52732,195,35577,15740,20,15871,3511,20878,1748,226831,945,6963,1692.906721
176188,215044,6066,4367,820,0.981462181,11146,2714,5928,26,13911,2627,7,203791,135153,817,89819,1497,32608,2124,16,12475,13399,9575,2360,226719,3701,9563,1694.053871
217974,99094,10181,13200,828,0.640944958,1405,5145,13122,16,2621,2781,7,178793,19850,580,23247,246,14816,24500,26,22728,9887,20317,3394,175303,165,3512,1696.352841
115674,241824,522,12074,967,0.616953611,1681,12886,2877,3,9263,310,16,47057,8061,366,73074,490,16252,3691,28,9098,21900,24232,2978,2262,443,9593,1696.928559
12901,62776,9502,13306,1362,0.137606859,14266,3992,2601,8,4924,749,15,140602,17944,798,9823,929,27909,6447,17,7225,6491,11976,2717,217078,5962,12578,1697.504668
36131,35908,5231,214,402,0.095382273,5398,11982,5861,23,209,3360,2,184513,17534,395,3923,258,4830,16697,27,4363,20873,23256,2545,132052,1806,7472,1698.369565
81307,40823,13381,6086,1255,0.437810957,3270,1813,7395,26,894,2470,34,189961,246661,155,65855,237,48279,3925,26,2270,9570,11459,2760,53385,681,10044,1699.813021
32748,239147,4838,522,1134,0.791162968,6878,8090,3768,19,5309,1594,32,155046,145469,736,96907,1657,45369,22457,11,5397,18949,9259,1841,190034,6427,6056,1700.102006
142888,46402,8081,14335,1322,0.453713238,10365,10190,7694,22,11251,3791,34,201926,171234,935,73702,1762,21454,7146,24,12178,4820,10477,3700,115528,2121,8380,1703.86778
121403,108115,14487,4298,2005,0.094685555,3743,205,14457,18,2356,3035,5,62507,42863,813,68409,259,48845,6847,8,2881,14916,18086,3430,53637,6022,3173,1707.358716
2153,54726,10059,11381,460,0.278852344,14217,2517,12700,22,657,2959,25,221137,83214,746,91261,1056,4564,24327,5,23896,16829,6330,3360,147802,4243,4938,1708.525542
202592,249469,1677,12694,78,0.819424629,5934,5121,2170,3,14052,906,51,79486,42578,805,46106,832,59319,13564,6,20730,7575,23010,3099,227200,2198,12164,1709.98632
85700,27378,11781,7974,1239,0.157585382,10899,7776,3058,3,1297,1758,17,240183,213371,382,50050,992,53583,23391,24,13902,15390,8619,2085,89918,4117,8261,1710.278775
48955,7900,1559,11396,1143,0.319189668,10014,8626,7081,13,4610,1100,59,85826,108856,945,51992,1904,55638,7321,7,89,6656,7308,2498,204157,3899,14962,1710.571331
128390,57082,7292,3380,577,0.899944127,3756,2284,9901,3,12237,2882,15,44195,92648,954,81759,266,53369,22753,23,8376,17012,9514,2867,153877,2866,14800,1711.156742
44568,209585,9001,3991,1425,0.950191736,14120,5416,6069,18,11982,447,60,98952,71945,193,49721,850,44462,14217,22,23018,10412,23024,3460,99404,2595,2185,1711.742554
230861,206912,6820,10860,874,0.070306063,10950,10297,3030,8,9714,1991,30,90429,193849,753,19734,728,16883,7125,22,12334,18365,4107,2450,82702,3787,8178,1712.03561
66440,139977,11099,1234,1188,0.904233932,8313,2233,3946,22,10521,1308,24,211474,99609,627,94434,1699,50981,24590,9,19919,2900,22496,1744,67730,6901,11170,1712.03561
178484,145372,4581,5366,510,0.131476939,6847,9581,13228,14,13443,2614,45,17761,246912,129,18053,1670,20506,12633,3,3456,2530,2745,2894,172828,1043,963,1712.328767
111995,83791,6892,12699,1448,0.877016723,1491,12916,7750,6,4717,389,54,38980,200634,443,85399,1768,15442,20202,3,19458,15621,20973,1644,67399,6188,14149,1713.796058
12214,169950,13306,6513,695,0.493873179,3747,9222,10836,23,14638,1337,6,223780,67223,835,49378,470,11210,12686,24,18135,18124,17582,3435,52104,6563,11598,1713.796058
72806,219795,9020,1060,1391,0.671169579,8563,5645,4946,19,9108,3102,43,248109,68485,750,43126,635,29997,23401,13,10324,3692,10845,2014,239508,4981,4883,1713.796058
36956,115994,6184,2662,1197,0.948123038,14859,4139,2499,4,176,2234,42,140936,228572,365,86162,179,38975,8649,23,18309,20546,3425,1665,165715,123,3850,1719.690456
184025,231060,12036,10081,51,0.329211533,4812,5532,4453,5,6430,1258,36,46794,12020,281,81940,1831,43445,4376,4,22759,1669,8321,2665,217525,7240,8262,1719.98624
